consumer_number,family_members,working_members,ages,units_consumed,cost_per_unit,usage_hours,Power_Rating_W,Units_Consumed_Per_Hour_kWh,Base Tariff (cents/kWh),Final Per Unit Cost (cents/kWh),max_length,appliance_name_encoded,location_encoded,name_encoded,email_encoded,password_encoded,month_encoded,energy_consumption
57376,5,1,44,773,5,9.6,275,0.275,12.38819176,13.37575637,4,13,10,458,468,167,8,3865
57376,5,1,44,773,5,8.8,275,0.275,12.38819176,13.37575637,4,16,10,458,468,167,8,3865
57376,5,1,44,773,5,12.1,275,0.275,12.38819176,13.37575637,4,0,10,458,468,167,8,3865
57434,2,1,44,108,9,1.6,780,0.78,12.38819176,13.37575637,2,4,4,289,311,855,11,972
57434,2,1,44,108,9,5,780,0.78,12.38819176,13.37575637,2,5,4,289,311,855,11,972
57561,4,2,41,425,10,23,755,0.755,10.98,14.63,2,10,3,856,937,357,3,4250
57561,4,2,41,425,10,18.6,755,0.755,10.98,14.63,2,6,3,856,937,357,3,4250
57662,2,0,61,695,7,18.6,1100,1.1,7.58,4.46,3,15,5,483,521,454,4,4865
57662,2,0,61,695,7,11.7,1100,1.1,7.58,4.46,3,9,5,483,521,454,4,4865
57662,2,0,61,695,7,18.7,1100,1.1,7.58,4.46,3,14,5,483,521,454,4,4865
57740,8,6,43,250,6,8.3,1500,1.5,10.98,14.63,2,4,3,583,682,528,9,1500
57740,8,6,43,250,6,20.7,1500,1.5,10.98,14.63,2,1,3,583,682,528,9,1500
57851,5,2,53,842,4,2.3,662.5,0.6625,12.38819176,13.37575637,5,9,10,844,840,457,4,3368
57851,5,2,53,842,4,20,662.5,0.6625,12.38819176,13.37575637,5,15,10,844,840,457,4,3368
57851,5,2,53,842,4,13,662.5,0.6625,12.38819176,13.37575637,5,12,10,844,840,457,4,3368
57851,5,2,53,842,4,19,662.5,0.6625,12.38819176,13.37575637,5,11,10,844,840,457,4,3368
57851,5,2,53,842,4,4.8,662.5,0.6625,12.38819176,13.37575637,5,0,10,844,840,457,4,3368
57852,4,3,37,219,4,4.2,757,0.757,12.38819176,13.37575637,5,9,10,544,593,189,0,876
57852,4,3,37,219,4,15.7,757,0.757,12.38819176,13.37575637,5,10,10,544,593,189,0,876
57852,4,3,37,219,4,20.3,757,0.757,12.38819176,13.37575637,5,2,10,544,593,189,0,876
57852,4,3,37,219,4,1.8,757,0.757,12.38819176,13.37575637,5,15,10,544,593,189,0,876
57852,4,3,37,219,4,2.8,757,0.757,12.38819176,13.37575637,5,4,10,544,593,189,0,876
57867,7,2,49,267,8,14.7,1500,1.5,13.99,18.57,4,3,9,803,856,823,6,2136
57867,7,2,49,267,8,17.4,1500,1.5,13.99,18.57,4,4,9,803,856,823,6,2136
57867,7,2,49,267,8,18.1,1500,1.5,13.99,18.57,4,1,9,803,856,823,6,2136
57867,7,2,49,267,8,7.4,1500,1.5,13.99,18.57,4,17,9,803,856,823,6,2136
57940,6,4,26,661,9,19.2,627,0.627,8.09,6.3,5,2,0,588,668,199,3,5949
57940,6,4,26,661,9,2,627,0.627,8.09,6.3,5,5,0,588,668,199,3,5949
57940,6,4,26,661,9,22.8,627,0.627,8.09,6.3,5,11,0,588,668,199,3,5949
57940,6,4,26,661,9,3.8,627,0.627,8.09,6.3,5,14,0,588,668,199,3,5949
57940,6,4,26,661,9,13.4,627,0.627,8.09,6.3,5,6,0,588,668,199,3,5949
57996,6,6,39,606,5,17,780,0.78,10.98,14.63,5,5,3,642,655,220,3,3030
57996,6,6,39,606,5,2.5,780,0.78,10.98,14.63,5,6,3,642,655,220,3,3030
57996,6,6,39,606,5,12.8,780,0.78,10.98,14.63,5,0,3,642,655,220,3,3030
57996,6,6,39,606,5,23,780,0.78,10.98,14.63,5,0,3,642,655,220,3,3030
57996,6,6,39,606,5,13.4,780,0.78,10.98,14.63,5,0,3,642,655,220,3,3030
58007,5,3,40,705,7,14.2,537.5,0.5375,12.38819176,13.37575637,3,15,1,445,472,856,10,4935
58007,5,3,40,705,7,9,537.5,0.5375,12.38819176,13.37575637,3,2,1,445,472,856,10,4935
58007,5,3,40,705,7,18.8,537.5,0.5375,12.38819176,13.37575637,3,0,1,445,472,856,10,4935
58131,2,2,37,840,7,8.8,935,0.935,7.58,4.46,5,17,5,287,323,250,2,5880
58131,2,2,37,840,7,18.9,935,0.935,7.58,4.46,5,6,5,287,323,250,2,5880
58131,2,2,37,840,7,19.9,935,0.935,7.58,4.46,5,3,5,287,323,250,2,5880
58131,2,2,37,840,7,17.6,935,0.935,7.58,4.46,5,7,5,287,323,250,2,5880
58131,2,2,37,840,7,22.8,935,0.935,7.58,4.46,5,13,5,287,323,250,2,5880
58135,2,2,35,757,6,14.8,1250,1.25,19.88,20.71,5,1,7,569,604,933,8,4542
58135,2,2,35,757,6,6.1,1250,1.25,19.88,20.71,5,6,7,569,604,933,8,4542
58135,2,2,35,757,6,10.9,1250,1.25,19.88,20.71,5,3,7,569,604,933,8,4542
58135,2,2,35,757,6,15.5,1250,1.25,19.88,20.71,5,0,7,569,604,933,8,4542
58135,2,2,35,757,6,0.5,1250,1.25,19.88,20.71,5,0,7,569,604,933,8,4542
58224,5,3,29,982,6,19.7,423.3333333,0.423333333,19.88,20.71,3,5,7,135,95,257,11,5892
58224,5,3,29,982,6,5.3,423.3333333,0.423333333,19.88,20.71,3,10,7,135,95,257,11,5892
58224,5,3,29,982,6,10.9,423.3333333,0.423333333,19.88,20.71,3,9,7,135,95,257,11,5892
58250,7,1,52,293,9,2.6,1000,1,10.18,7.99,3,11,6,36,11,965,8,2637
58250,7,1,52,293,9,11.7,1000,1,10.18,7.99,3,14,6,36,11,965,8,2637
58250,7,1,52,293,9,18.9,1000,1,10.18,7.99,3,6,6,36,11,965,8,2637
58321,8,0,37,878,8,1.7,436.6666667,0.436666667,12.38819176,13.37575637,3,15,10,141,171,522,8,7024
58321,8,0,37,878,8,16.3,436.6666667,0.436666667,12.38819176,13.37575637,3,11,10,141,171,522,8,7024
58321,8,0,37,878,8,1.6,436.6666667,0.436666667,12.38819176,13.37575637,3,8,10,141,171,522,8,7024
58379,8,6,40,589,8,21.6,55,0.055,12.38819176,13.37575637,2,13,10,119,97,609,8,4712
58379,8,6,40,589,8,2,55,0.055,12.38819176,13.37575637,2,10,10,119,97,609,8,4712
58391,2,1,33,924,6,2.3,800,0.8,13.99,18.57,3,17,9,634,707,28,7,5544
58391,2,1,33,924,6,23,800,0.8,13.99,18.57,3,13,9,634,707,28,7,5544
58391,2,1,33,924,6,17.2,800,0.8,13.99,18.57,3,11,9,634,707,28,7,5544
58393,3,0,29,906,10,5.1,786.6666667,0.786666667,14.51,20.77,4,5,8,756,811,644,5,9060
58393,3,0,29,906,10,10.6,786.6666667,0.786666667,14.51,20.77,4,11,8,756,811,644,5,9060
58393,3,0,29,906,10,11.3,786.6666667,0.786666667,14.51,20.77,4,17,8,756,811,644,5,9060
58393,3,0,29,906,10,14.3,786.6666667,0.786666667,14.51,20.77,4,0,8,756,811,644,5,9060
58667,2,2,33,559,9,6.8,641.6666667,0.641666667,8.09,6.3,4,2,0,750,806,260,7,5031
58667,2,2,33,559,9,12.6,641.6666667,0.641666667,8.09,6.3,4,16,0,750,806,260,7,5031
58667,2,2,33,559,9,9.5,641.6666667,0.641666667,8.09,6.3,4,14,0,750,806,260,7,5031
58667,2,2,33,559,9,5.4,641.6666667,0.641666667,8.09,6.3,4,0,0,750,806,260,7,5031
58764,2,0,72,341,5,2.4,430,0.43,10.98,14.63,5,5,3,881,933,813,10,1705
58764,2,0,72,341,5,14.3,430,0.43,10.98,14.63,5,16,3,881,933,813,10,1705
58764,2,0,72,341,5,19.3,430,0.43,10.98,14.63,5,3,3,881,933,813,10,1705
58764,2,0,72,341,5,9.6,430,0.43,10.98,14.63,5,10,3,881,933,813,10,1705
58764,2,0,72,341,5,6.7,430,0.43,10.98,14.63,5,0,3,881,933,813,10,1705
58766,5,5,29,829,6,23,87.5,0.0875,7.58,4.46,2,13,5,857,906,112,9,4974
58766,5,5,29,829,6,18.6,87.5,0.0875,7.58,4.46,2,2,5,857,906,112,9,4974
58921,7,3,50,160,9,23.6,505,0.505,16.94,18.06,4,15,11,99,107,206,7,1440
58921,7,3,50,160,9,3.1,505,0.505,16.94,18.06,4,10,11,99,107,206,7,1440
58921,7,3,50,160,9,15.4,505,0.505,16.94,18.06,4,0,11,99,107,206,7,1440
58921,7,3,50,160,9,0.7,505,0.505,16.94,18.06,4,0,11,99,107,206,7,1440
59115,7,2,31,922,4,13.7,80,0.08,13.99,18.57,2,5,9,271,300,731,11,3688
59115,7,2,31,922,4,16.6,80,0.08,13.99,18.57,2,13,9,271,300,731,11,3688
59297,7,7,41,823,7,16.2,606.25,0.60625,13.99,18.57,4,3,9,364,349,979,5,5761
59297,7,7,41,823,7,17.1,606.25,0.60625,13.99,18.57,4,2,9,364,349,979,5,5761
59297,7,7,41,823,7,16.2,606.25,0.60625,13.99,18.57,4,14,9,364,349,979,5,5761
59297,7,7,41,823,7,14.6,606.25,0.60625,13.99,18.57,4,12,9,364,349,979,5,5761
59531,8,6,49,465,7,8,427.5,0.4275,19.88,20.71,5,14,7,842,853,275,11,3255
59531,8,6,49,465,7,6.4,427.5,0.4275,19.88,20.71,5,5,7,842,853,275,11,3255
59531,8,6,49,465,7,8.8,427.5,0.4275,19.88,20.71,5,11,7,842,853,275,11,3255
59531,8,6,49,465,7,10.4,427.5,0.4275,19.88,20.71,5,12,7,842,853,275,11,3255
59531,8,6,49,465,7,13.6,427.5,0.4275,19.88,20.71,5,0,7,842,853,275,11,3255
59628,2,1,60,276,10,6.6,428.3333333,0.428333333,12.38819176,13.37575637,3,9,4,825,882,149,0,2760
59628,2,1,60,276,10,6.3,428.3333333,0.428333333,12.38819176,13.37575637,3,10,4,825,882,149,0,2760
59628,2,1,60,276,10,16.6,428.3333333,0.428333333,12.38819176,13.37575637,3,7,4,825,882,149,0,2760
59663,8,8,34,178,5,12,537.5,0.5375,7.58,4.46,2,3,5,192,172,887,6,890
59663,8,8,34,178,5,15.6,537.5,0.5375,7.58,4.46,2,2,5,192,172,887,6,890
59703,3,0,58,653,5,10.4,553.3333333,0.553333333,7.58,4.46,3,10,5,784,792,501,9,3265
59703,3,0,58,653,5,21.7,553.3333333,0.553333333,7.58,4.46,3,12,5,784,792,501,9,3265
59703,3,0,58,653,5,3.2,553.3333333,0.553333333,7.58,4.46,3,1,5,784,792,501,9,3265
60049,4,2,51,457,8,6,750,0.75,12.38819176,13.37575637,4,16,10,701,745,196,10,3656
60049,4,2,51,457,8,9.4,750,0.75,12.38819176,13.37575637,4,1,10,701,745,196,10,3656
60049,4,2,51,457,8,10.3,750,0.75,12.38819176,13.37575637,4,13,10,701,745,196,10,3656
60049,4,2,51,457,8,3.8,750,0.75,12.38819176,13.37575637,4,0,10,701,745,196,10,3656
60086,4,3,51,910,8,0.7,75,0.075,10.18,7.99,2,7,6,582,622,291,10,7280
60086,4,3,51,910,8,20.3,75,0.075,10.18,7.99,2,0,6,582,622,291,10,7280
60115,4,2,36,580,6,6.7,1042,1.042,13.99,18.57,5,5,9,622,672,713,2,3480
60115,4,2,36,580,6,10,1042,1.042,13.99,18.57,5,16,9,622,672,713,2,3480
60115,4,2,36,580,6,1.2,1042,1.042,13.99,18.57,5,17,9,622,672,713,2,3480
60115,4,2,36,580,6,17,1042,1.042,13.99,18.57,5,3,9,622,672,713,2,3480
60115,4,2,36,580,6,23.8,1042,1.042,13.99,18.57,5,6,9,622,672,713,2,3480
60115,7,3,34,499,10,0.7,967,0.967,13.99,18.57,5,5,9,763,829,802,1,4990
60115,7,3,34,499,10,10.1,967,0.967,13.99,18.57,5,9,9,763,829,802,1,4990
60115,7,3,34,499,10,17.5,967,0.967,13.99,18.57,5,7,9,763,829,802,1,4990
60115,7,3,34,499,10,15.6,967,0.967,13.99,18.57,5,17,9,763,829,802,1,4990
60115,7,3,34,499,10,23.7,967,0.967,13.99,18.57,5,1,9,763,829,802,1,4990
60119,6,6,31,540,6,2.3,886.6666667,0.886666667,19.88,20.71,4,16,7,509,512,924,2,3240
60119,6,6,31,540,6,22.2,886.6666667,0.886666667,19.88,20.71,4,8,7,509,512,924,2,3240
60119,6,6,31,540,6,5.9,886.6666667,0.886666667,19.88,20.71,4,17,7,509,512,924,2,3240
60119,6,6,31,540,6,23.3,886.6666667,0.886666667,19.88,20.71,4,10,7,509,512,924,2,3240
60153,8,1,41,755,9,8.3,675,0.675,16.94,18.06,2,12,11,143,219,294,7,6795
60153,8,1,41,755,9,7,675,0.675,16.94,18.06,2,9,11,143,219,294,7,6795
60169,1,0,10,916,10,20.9,1350,1.35,7.58,4.46,2,14,5,711,751,983,1,9160
60169,1,0,10,916,10,5.1,1350,1.35,7.58,4.46,2,4,5,711,751,983,1,9160
60263,3,2,26,875,4,9.1,605,0.605,14.51,20.77,2,10,8,381,428,814,11,3500
60263,3,2,26,875,4,12.5,605,0.605,14.51,20.77,2,14,8,381,428,814,11,3500
60382,5,0,58,218,4,23.3,725,0.725,10.18,7.99,4,13,6,656,689,401,3,872
60382,5,0,58,218,4,19.6,725,0.725,10.18,7.99,4,11,6,656,689,401,3,872
60382,5,0,58,218,4,8.3,725,0.725,10.18,7.99,4,4,6,656,689,401,3,872
60382,5,0,58,218,4,12,725,0.725,10.18,7.99,4,15,6,656,689,401,3,872
60400,5,1,46,357,5,10.7,1100,1.1,19.88,20.71,3,17,7,184,220,689,4,1785
60400,5,1,46,357,5,5.1,1100,1.1,19.88,20.71,3,13,7,184,220,689,4,1785
60400,5,1,46,357,5,17.5,1100,1.1,19.88,20.71,3,9,7,184,220,689,4,1785
60453,1,1,26,582,4,16.6,145,0.145,12.38819176,13.37575637,3,11,10,183,207,286,11,2328
60453,1,1,26,582,4,16.6,145,0.145,12.38819176,13.37575637,3,7,10,183,207,286,11,2328
60453,1,1,26,582,4,5.6,145,0.145,12.38819176,13.37575637,3,5,10,183,207,286,11,2328
60464,8,1,39,541,10,15.2,1500,1.5,13.99,18.57,2,3,9,918,988,38,3,5410
60464,8,1,39,541,10,16.6,1500,1.5,13.99,18.57,2,17,9,918,988,38,3,5410
60556,1,1,19,437,5,2.5,367,0.367,12.38819176,13.37575637,5,10,10,72,24,758,5,2185
60556,1,1,19,437,5,17.5,367,0.367,12.38819176,13.37575637,5,7,10,72,24,758,5,2185
60556,1,1,19,437,5,1.4,367,0.367,12.38819176,13.37575637,5,13,10,72,24,758,5,2185
60556,1,1,19,437,5,6.9,367,0.367,12.38819176,13.37575637,5,15,10,72,24,758,5,2185
60556,1,1,19,437,5,9.8,367,0.367,12.38819176,13.37575637,5,16,10,72,24,758,5,2185
60595,3,0,59,851,4,4.5,440,0.44,13.99,18.57,5,13,9,865,935,702,7,3404
60595,3,0,59,851,4,17.1,440,0.44,13.99,18.57,5,16,9,865,935,702,7,3404
60595,3,0,59,851,4,3.4,440,0.44,13.99,18.57,5,10,9,865,935,702,7,3404
60595,3,0,59,851,4,15.4,440,0.44,13.99,18.57,5,3,9,865,935,702,7,3404
60595,3,0,59,851,4,2.9,440,0.44,13.99,18.57,5,0,9,865,935,702,7,3404
60621,6,5,35,599,8,17.4,758.3333333,0.758333333,12.38819176,13.37575637,5,15,1,13,39,819,11,4792
60621,6,5,35,599,8,23.4,758.3333333,0.758333333,12.38819176,13.37575637,5,7,1,13,39,819,11,4792
60621,6,5,35,599,8,7.4,758.3333333,0.758333333,12.38819176,13.37575637,5,9,1,13,39,819,11,4792
60621,6,5,35,599,8,11.6,758.3333333,0.758333333,12.38819176,13.37575637,5,3,1,13,39,819,11,4792
60621,6,5,35,599,8,6.4,758.3333333,0.758333333,12.38819176,13.37575637,5,14,1,13,39,819,11,4792
60647,2,2,51,961,9,11.6,716.6666667,0.716666667,12.38819176,13.37575637,3,14,4,558,603,561,5,8649
60647,2,2,51,961,9,13.1,716.6666667,0.716666667,12.38819176,13.37575637,3,16,4,558,603,561,5,8649
60647,2,2,51,961,9,9.8,716.6666667,0.716666667,12.38819176,13.37575637,3,11,4,558,603,561,5,8649
60712,8,2,44,489,6,16.1,537.5,0.5375,16.94,18.06,2,7,11,883,929,712,2,2934
60712,8,2,44,489,6,14.5,537.5,0.5375,16.94,18.06,2,15,11,883,929,712,2,2934
60729,2,0,90,732,4,2.1,1500,1.5,7.58,4.46,2,4,5,766,832,76,9,2928
60729,2,0,90,732,4,1,1500,1.5,7.58,4.46,2,6,5,766,832,76,9,2928
60771,8,3,40,632,4,2.7,625,0.625,12.38819176,13.37575637,3,6,2,124,142,361,1,2528
60771,8,3,40,632,4,2,625,0.625,12.38819176,13.37575637,3,11,2,124,142,361,1,2528
60771,8,3,40,632,4,7.4,625,0.625,12.38819176,13.37575637,3,7,2,124,142,361,1,2528
60969,1,0,35,117,6,14.9,1075,1.075,13.99,18.57,2,16,9,529,571,526,5,702
60969,1,0,35,117,6,7.7,1075,1.075,13.99,18.57,2,1,9,529,571,526,5,702
61054,4,0,49,291,7,10,800,0.8,12.38819176,13.37575637,2,6,10,0,62,88,4,2037
61054,4,0,49,291,7,13.3,800,0.8,12.38819176,13.37575637,2,13,10,0,62,88,4,2037
61094,7,3,42,190,10,9.4,421.25,0.42125,14.51,20.77,5,4,8,536,556,261,3,1900
61094,7,3,42,190,10,14,421.25,0.42125,14.51,20.77,5,8,8,536,556,261,3,1900
61094,7,3,42,190,10,14,421.25,0.42125,14.51,20.77,5,13,8,536,556,261,3,1900
61094,7,3,42,190,10,6.2,421.25,0.42125,14.51,20.77,5,7,8,536,556,261,3,1900
61094,7,3,42,190,10,2.9,421.25,0.42125,14.51,20.77,5,0,8,536,556,261,3,1900
61292,3,0,45,334,6,21.9,780,0.78,12.38819176,13.37575637,2,1,1,863,903,637,10,2004
61292,3,0,45,334,6,8.3,780,0.78,12.38819176,13.37575637,2,5,1,863,903,637,10,2004
61353,6,2,38,420,8,22.7,967,0.967,12.38819176,13.37575637,5,1,2,640,639,552,5,3360
61353,6,2,38,420,8,9.7,967,0.967,12.38819176,13.37575637,5,5,2,640,639,552,5,3360
61353,6,2,38,420,8,22,967,0.967,12.38819176,13.37575637,5,9,2,640,639,552,5,3360
61353,6,2,38,420,8,2.9,967,0.967,12.38819176,13.37575637,5,17,2,640,639,552,5,3360
61353,6,2,38,420,8,2.1,967,0.967,12.38819176,13.37575637,5,2,2,640,639,552,5,3360
61414,6,3,36,123,9,7.3,1250,1.25,6.47,5.94,4,6,12,317,333,667,2,1107
61414,6,3,36,123,9,16.6,1250,1.25,6.47,5.94,4,1,12,317,333,667,2,1107
61414,6,3,36,123,9,2.7,1250,1.25,6.47,5.94,4,15,12,317,333,667,2,1107
61414,6,3,36,123,9,7.2,1250,1.25,6.47,5.94,4,0,12,317,333,667,2,1107
61492,5,4,41,127,5,20.6,597,0.597,7.58,4.46,5,7,5,510,509,455,8,635
61492,5,4,41,127,5,17.6,597,0.597,7.58,4.46,5,9,5,510,509,455,8,635
61492,5,4,41,127,5,15.8,597,0.597,7.58,4.46,5,12,5,510,509,455,8,635
61492,5,4,41,127,5,4.2,597,0.597,7.58,4.46,5,4,5,510,509,455,8,635
61492,5,4,41,127,5,1.9,597,0.597,7.58,4.46,5,5,5,510,509,455,8,635
61522,6,4,35,310,10,4.5,1075,1.075,12.38819176,13.37575637,2,16,1,497,544,110,2,3100
61522,6,4,35,310,10,16.4,1075,1.075,12.38819176,13.37575637,2,6,1,497,544,110,2,3100
61590,6,2,52,337,8,4.5,307,0.307,7.58,4.46,5,12,5,348,386,362,0,2696
61590,6,2,52,337,8,3.4,307,0.307,7.58,4.46,5,7,5,348,386,362,0,2696
61590,6,2,52,337,8,1.8,307,0.307,7.58,4.46,5,3,5,348,386,362,0,2696
61590,6,2,52,337,8,6,307,0.307,7.58,4.46,5,11,5,348,386,362,0,2696
61590,6,2,52,337,8,19.5,307,0.307,7.58,4.46,5,10,5,348,386,362,0,2696
61623,7,1,47,495,6,5.4,200,0.2,19.88,20.71,2,13,7,283,285,44,0,2970
61623,7,1,47,495,6,21.3,200,0.2,19.88,20.71,2,11,7,283,285,44,0,2970
61731,8,1,41,897,10,0.6,575,0.575,8.09,6.3,3,12,0,160,218,478,3,8970
61731,8,1,41,897,10,1.4,575,0.575,8.09,6.3,3,15,0,160,218,478,3,8970
61731,8,1,41,897,10,16.8,575,0.575,8.09,6.3,3,0,0,160,218,478,3,8970
61782,4,0,41,225,8,14.3,407,0.407,8.09,6.3,5,3,0,353,367,754,5,1800
61782,4,0,41,225,8,5.2,407,0.407,8.09,6.3,5,7,0,353,367,754,5,1800
61782,4,0,41,225,8,8.2,407,0.407,8.09,6.3,5,16,0,353,367,754,5,1800
61782,4,0,41,225,8,15.8,407,0.407,8.09,6.3,5,10,0,353,367,754,5,1800
61782,4,0,41,225,8,13.7,407,0.407,8.09,6.3,5,11,0,353,367,754,5,1800
61983,3,2,21,968,7,21.8,80,0.08,19.88,20.71,2,10,7,519,605,586,5,6776
61983,3,2,21,968,7,18,80,0.08,19.88,20.71,2,12,7,519,605,586,5,6776
62051,3,1,44,879,9,16.9,927.5,0.9275,6.47,5.94,5,17,12,336,369,229,10,7911
62051,3,1,44,879,9,3.4,927.5,0.9275,6.47,5.94,5,4,12,336,369,229,10,7911
62051,3,1,44,879,9,3.9,927.5,0.9275,6.47,5.94,5,12,12,336,369,229,10,7911
62051,3,1,44,879,9,14.5,927.5,0.9275,6.47,5.94,5,5,12,336,369,229,10,7911
62051,3,1,44,879,9,7.6,927.5,0.9275,6.47,5.94,5,0,12,336,369,229,10,7911
62114,7,1,60,677,8,14,755,0.755,6.47,5.94,3,8,12,594,657,554,11,5416
62114,7,1,60,677,8,0.9,755,0.755,6.47,5.94,3,4,12,594,657,554,11,5416
62114,7,1,60,677,8,12.1,755,0.755,6.47,5.94,3,0,12,594,657,554,11,5416
62257,8,6,32,299,9,18.4,840,0.84,12.38819176,13.37575637,5,5,2,88,96,906,8,2691
62257,8,6,32,299,9,11,840,0.84,12.38819176,13.37575637,5,3,2,88,96,906,8,2691
62257,8,6,32,299,9,4.1,840,0.84,12.38819176,13.37575637,5,11,2,88,96,906,8,2691
62257,8,6,32,299,9,23.8,840,0.84,12.38819176,13.37575637,5,17,2,88,96,906,8,2691
62257,8,6,32,299,9,7.8,840,0.84,12.38819176,13.37575637,5,15,2,88,96,906,8,2691
62486,7,4,32,413,8,12.8,1200,1.2,10.98,14.63,3,13,3,245,246,473,6,3304
62486,7,4,32,413,8,15.2,1200,1.2,10.98,14.63,3,17,3,245,246,473,6,3304
62486,7,4,32,413,8,16.3,1200,1.2,10.98,14.63,3,1,3,245,246,473,6,3304
62524,5,1,41,961,7,16.9,758.3333333,0.758333333,12.38819176,13.37575637,3,7,4,346,359,2,6,6727
62524,5,1,41,961,7,15.5,758.3333333,0.758333333,12.38819176,13.37575637,3,3,4,346,359,2,6,6727
62524,5,1,41,961,7,4.6,758.3333333,0.758333333,12.38819176,13.37575637,3,14,4,346,359,2,6,6727
62572,6,4,36,934,10,20.9,933.3333333,0.933333333,19.88,20.71,4,4,7,305,342,4,8,9340
62572,6,4,36,934,10,0.6,933.3333333,0.933333333,19.88,20.71,4,11,7,305,342,4,8,9340
62572,6,4,36,934,10,12.4,933.3333333,0.933333333,19.88,20.71,4,15,7,305,342,4,8,9340
62572,6,4,36,934,10,17.6,933.3333333,0.933333333,19.88,20.71,4,0,7,305,342,4,8,9340
62605,8,6,42,296,7,10.1,750,0.75,14.51,20.77,3,6,8,603,675,846,9,2072
62605,8,6,42,296,7,19.5,750,0.75,14.51,20.77,3,13,8,603,675,846,9,2072
62605,8,6,42,296,7,14.3,750,0.75,14.51,20.77,3,16,8,603,675,846,9,2072
62614,2,2,28,952,7,11.7,1140,1.14,19.88,20.71,4,3,7,545,602,281,4,6664
62614,2,2,28,952,7,20.9,1140,1.14,19.88,20.71,4,4,7,545,602,281,4,6664
62614,2,2,28,952,7,15,1140,1.14,19.88,20.71,4,5,7,545,602,281,4,6664
62614,2,2,28,952,7,21.1,1140,1.14,19.88,20.71,4,17,7,545,602,281,4,6664
62684,6,3,34,559,7,18.3,458.3333333,0.458333333,16.94,18.06,3,2,11,75,79,766,8,3913
62684,6,3,34,559,7,16.4,458.3333333,0.458333333,16.94,18.06,3,3,11,75,79,766,8,3913
62684,6,3,34,559,7,3.3,458.3333333,0.458333333,16.94,18.06,3,11,11,75,79,766,8,3913
62687,5,2,30,386,9,12.7,1003.333333,1.003333333,10.98,14.63,4,3,3,722,772,899,3,3474
62687,5,2,30,386,9,8.7,1003.333333,1.003333333,10.98,14.63,4,10,3,722,772,899,3,3474
62687,5,2,30,386,9,1.1,1003.333333,1.003333333,10.98,14.63,4,17,3,722,772,899,3,3474
62687,5,2,30,386,9,10.4,1003.333333,1.003333333,10.98,14.63,4,8,3,722,772,899,3,3474
62767,2,0,1,213,8,1.3,766.6666667,0.766666667,12.38819176,13.37575637,3,15,4,116,117,298,4,1704
62767,2,0,1,213,8,19.1,766.6666667,0.766666667,12.38819176,13.37575637,3,14,4,116,117,298,4,1704
62767,2,0,1,213,8,13.8,766.6666667,0.766666667,12.38819176,13.37575637,3,13,4,116,117,298,4,1704
62782,1,0,21,665,6,17.9,885,0.885,12.38819176,13.37575637,5,12,10,312,334,715,7,3990
62782,1,0,21,665,6,13.4,885,0.885,12.38819176,13.37575637,5,7,10,312,334,715,7,3990
62782,1,0,21,665,6,18.9,885,0.885,12.38819176,13.37575637,5,17,10,312,334,715,7,3990
62782,1,0,21,665,6,4.6,885,0.885,12.38819176,13.37575637,5,3,10,312,334,715,7,3990
62782,1,0,21,665,6,2.9,885,0.885,12.38819176,13.37575637,5,9,10,312,334,715,7,3990
62798,2,1,43,420,5,18,308.75,0.30875,10.18,7.99,5,3,6,692,738,42,2,2100
62798,2,1,43,420,5,20.6,308.75,0.30875,10.18,7.99,5,13,6,692,738,42,2,2100
62798,2,1,43,420,5,9.8,308.75,0.30875,10.18,7.99,5,2,6,692,738,42,2,2100
62798,2,1,43,420,5,16.7,308.75,0.30875,10.18,7.99,5,7,6,692,738,42,2,2100
62798,2,1,43,420,5,11,308.75,0.30875,10.18,7.99,5,5,6,692,738,42,2,2100
62867,4,4,43,739,8,16.5,1250,1.25,12.38819176,13.37575637,2,15,2,58,41,467,11,5912
62867,4,4,43,739,8,18.6,1250,1.25,12.38819176,13.37575637,2,1,2,58,41,467,11,5912
62971,1,0,97,723,9,1.7,787.5,0.7875,14.51,20.77,2,4,8,38,69,109,8,6507
62971,1,0,97,723,9,23.8,787.5,0.7875,14.51,20.77,2,2,8,38,69,109,8,6507
63080,2,1,38,383,6,7.2,575,0.575,7.58,4.46,2,15,5,521,621,954,8,2298
63080,2,1,38,383,6,15.4,575,0.575,7.58,4.46,2,12,5,521,621,954,8,2298
63135,8,8,45,817,5,16.9,943.75,0.94375,16.94,18.06,4,4,11,278,302,416,11,4085
63135,8,8,45,817,5,1,943.75,0.94375,16.94,18.06,4,3,11,278,302,416,11,4085
63135,8,8,45,817,5,8.7,943.75,0.94375,16.94,18.06,4,7,11,278,302,416,11,4085
63135,8,8,45,817,5,2.6,943.75,0.94375,16.94,18.06,4,14,11,278,302,416,11,4085
63171,3,0,45,382,7,21,666.6666667,0.666666667,7.58,4.46,3,16,5,575,559,632,0,2674
63171,3,0,45,382,7,21.8,666.6666667,0.666666667,7.58,4.46,3,9,5,575,559,632,0,2674
63171,3,0,45,382,7,5.7,666.6666667,0.666666667,7.58,4.46,3,12,5,575,559,632,0,2674
63241,4,1,53,492,8,22.2,950,0.95,14.51,20.77,4,16,8,165,195,374,2,3936
63241,4,1,53,492,8,22.5,950,0.95,14.51,20.77,4,9,8,165,195,374,2,3936
